idx,n,m,heur_greedy,heur_ls,exact,gap_exact_minus_ls,status,solve_time_sec,graph6
459,20,54,16,17,17,0,OPTIMAL,0.0658,S~\OgcR?waA@CBCA_@o_GC?COCO?GmmWo
460,20,54,17,17,17,0,OPTIMAL,0.0375,S~vIYSJAYEW_P@@@g?u?GO@C?CW?GY??o
461,20,54,16,17,17,0,OPTIMAL,0.0467,S~mQgcF@WigoP@o?w?I?BO?N??_GECGAC
462,20,54,16,17,17,0,OPTIMAL,0.0208,S{eWwmgaKO`B_AAA_@[OEgG?w_?_?N_?K
463,20,54,16,17,17,0,OPTIMAL,0.0201,S|mlM``WH@_F?LGECK@@@KOG@?g?@WA?W
464,20,54,15,16,16,0,OPTIMAL,0.0686,S|CxjWdoOQr@?F_D_AWoGE?CG?WO?[_G?
465,20,54,16,16,16,0,OPTIMAL,0.0873,S}ekZx`GXA_J?FEOB?G_Bs?@O?K_?O_?S
466,20,54,16,17,17,0,OPTIMAL,0.0219,S|lqICU?gC_C?HcHaCG@B??\B|E??K?AK
467,20,54,14,16,16,0,OPTIMAL,0.1951,S{EWwsXjBoy@?@_@o?G?FEA?GGG_WC_L_
468,20,54,15,16,16,0,OPTIMAL,0.3367,S|CxgkFJ?oA?C@C?a?XowW?F??[_Mk_?C
469,20,54,15,15,15,0,OPTIMAL,0.4774,S{mkXp`COBiFOHOGy?c_@C?K??w??w??s
470,20,54,16,16,16,0,OPTIMAL,0.1410,S~[xGkFKPEl?W@G@k?Q_?o?EO?K_?G_?w
471,20,54,16,16,16,0,OPTIMAL,0.1238,S|KHXL@?XAcHWMvGGCGJAC?Q?@K??[_?S
472,20,54,18,18,18,0,OPTIMAL,0.0051,S~mW{WLaP_B@CBCAa?pOWA@Do?@_?G_?K
473,20,54,16,16,16,0,OPTIMAL,0.1080,S~\mce?_iCgB?K?Dg?}?@?Gm??[@?W@c?
474,20,54,15,16,16,0,OPTIMAL,0.0646,S~\HW\EGj@cBWAW?_F??p?CK??w?@m_??
475,20,54,18,18,18,0,OPTIMAL,0.0058,S|\GWsBCW_aBCSCOa?]loc?EO?G_?W_?K
476,20,54,16,16,16,0,OPTIMAL,0.2382,S{eKLC~@n?UDc@C@a?g_HC?K?Co?HG?@K
477,20,54,16,16,16,0,OPTIMAL,0.2365,S|eKGKD@[WP@a@?BO@K?J??]~_B??M??K
478,20,54,16,16,16,0,OPTIMAL,0.1026,S{kwzhOCWaaHO[cGGCG@B??[?@m?BA?@C
479,20,54,16,16,16,0,OPTIMAL,0.1330,S}ehKMbgL?cEB?@?c_J?@U?~O?C_?K_?C
480,20,54,14,16,16,0,OPTIMAL,0.2214,S|Kg_EQ?k@oD?MoAGZJ?@W?D??q??h}@_
481,20,54,15,16,16,0,OPTIMAL,0.2163,S{mlHp`O]?w@cUc?a?W_D_?O??G_A[_?[
482,20,54,15,16,16,0,OPTIMAL,0.1651,S}lzMa@OW@_BOD?DgAQ?KoJC?gKB?C@?C
483,20,54,16,17,17,0,OPTIMAL,0.0380,S|NPGCbWYGgB@E?A_AW?F?EWFQ?B_@{??
484,20,54,15,16,16,0,OPTIMAL,0.1210,S~vKosJAgC`B?BA@`OGCF?_c?IG?CWCOW
485,20,54,16,17,17,0,OPTIMAL,0.0163,S~koxC@?wT_RIYGOcw?E@?oCE?_K?M_??
486,20,54,14,16,16,0,OPTIMAL,0.0772,S|c[W[Fc_g_b@B@@__W?F@d?CCG?G^o??
487,20,54,15,15,15,0,OPTIMAL,0.2811,S|lrMIPCG`_D?F?L_Cg__?K???Gj_w@?[
488,20,54,15,16,16,0,OPTIMAL,0.1999,S{kgwSRCWq`HD_C__OW_EC?cO?W_?ngC?
489,20,54,14,16,16,0,OPTIMAL,0.2104,S|LmW]IEGPaEcHc?o?W?F??m?@c_AC?AC
490,20,54,16,16,16,0,OPTIMAL,0.1398,S~TYgkF?wD_F?e@g?oIO?C?CW?Wo?M_?o
491,20,54,15,17,17,0,OPTIMAL,0.0756,S~\iO[F@iK_P?`?c_QGCB??[?^??aG?EG
492,20,54,14,17,17,0,OPTIMAL,0.0473,S|\OGkTDGeB@ABQ?gPW?F??kBGAK@Eg??
493,20,54,12,16,16,0,OPTIMAL,0.2177,S|^KGC@?WM?H?B?B_@g?J?@S[G?b{Kf?C
494,20,54,15,16,16,0,OPTIMAL,0.2219,S~vMKKD_[Aoa@L?KgoAG@o_?A?K??[C?K
495,20,54,16,16,16,0,OPTIMAL,0.2947,S{E\ZDBsGs_P?h?F_CW@B??[?pO?aG?q?
496,20,54,16,16,16,0,OPTIMAL,2.1337,S~[zUAP_WB_L_K?KoCOb?SOCO?WA?oA?c
497,20,54,16,17,17,0,OPTIMAL,0.1050,S{E[keKgHpc@c?[Bo?I?Bo?M?Bc?@G?EG
498,20,54,15,17,17,0,OPTIMAL,0.0510,S|CG[I\@WB_F?L?K~wE?@o?D??[?@c??c
499,20,54,17,17,17,0,OPTIMAL,0.1204,S~nUMES_G@_`?J?I_CWHK@GCCCOGWCGoC
500,20,54,15,16,16,0,OPTIMAL,0.2512,S~\QmaPPO?_JCRDA_@o?L?@K?EOGq?GAC
501,20,54,16,16,16,0,OPTIMAL,0.2625,S~d][SH_[P`D?JAW@GGBA?OS?`O?Ag?Ac
502,20,54,16,16,16,0,OPTIMAL,0.1645,S|Kg[APCGA_@?B?]^rB?@W?F??cAX?A[C
503,20,54,15,16,16,0,OPTIMAL,0.2196,S|KWgc@?G_AH?R?Qa@F^_O?C_?Z??[br_
504,20,54,16,17,17,0,OPTIMAL,0.0344,S|KOw]T?[@o@?B?A_@G?PcGAO?K_?NQ~_
505,20,54,16,17,17,0,OPTIMAL,0.0701,S|m[_cR_cCoB?F_DQOCC@_?MO?c?@Ne_?
506,20,54,14,16,16,0,OPTIMAL,0.3609,S|CWG[LAOA_X?R?P_GWCWF?B_?Do?K{oc
507,20,54,13,16,16,0,OPTIMAL,0.3918,S}M\HKL@XRN?s?c?g?U?D_?e??[??[?CO
508,20,54,16,16,16,0,OPTIMAL,0.2019,S~mmadA?wBgLOPOHQOCC@?_MA?S??k_@?
509,20,54,16,16,16,0,OPTIMAL,0.3152,S~nUKKD@GB?D?Y?W_DO@D?GK?_g?T?Nw?
510,20,54,16,16,16,0,OPTIMAL,0.1281,S|krIl@?WA?@?B?AAHK_Zo^e??[??[??g
511,20,54,15,15,15,0,OPTIMAL,1.0823,S|eOGkXAWE`RADa`OoLo?G?D_?M??{??c
512,20,54,16,17,17,0,OPTIMAL,0.0383,S~nSIN@OWBo[_H_Gq_C_@c?CS?_G@Gg?G
513,20,54,16,17,17,0,OPTIMAL,0.0358,S{kxjd`oS_aBCS?Da?g_HC?wOAG?EO?CW
514,20,54,15,16,16,0,OPTIMAL,0.2653,S}MW[Mj]?_I@OBO@w?S_DCAc?M??WG_OO
515,20,54,17,17,17,0,OPTIMAL,0.0666,S|\WwvC`K?_B?F?E_E_@`_JI?WCg_?g?C
516,20,54,16,16,16,0,OPTIMAL,0.2071,S{ekWwDHG@cB?FGDC?h?BWZBP?M??GA?W
517,20,54,14,16,16,0,OPTIMAL,0.1194,S|SwO[D@HGkV?w?h_CiSGO@DW?E??K_?K
518,20,54,14,15,15,0,OPTIMAL,0.5498,S~TMK[Ha[__A?FCAbAg?F??s?Eo?KG?HG
519,20,54,17,17,17,0,OPTIMAL,0.0206,S|\WwkF@gJ?L?X?P_d?IOE_BS?C_?G_?K
520,20,54,17,17,17,0,OPTIMAL,0.0288,S~mWg[I?wB`H?JAHbC?o@CgGw??o?Go?C
521,20,54,16,16,16,0,OPTIMAL,0.2121,S|^GgcPEGX_|@`d_O?C_@C?]?@k?@G?@K
522,20,54,16,16,16,0,OPTIMAL,0.2400,S|[Y]LB?yDOg_P?P_?{?G@oASCS_?K_?C
523,20,54,17,17,17,0,OPTIMAL,0.0398,S~]QidEpM?a_`@c@a?g_@??[O@W?AW?AS
524,20,54,14,16,16,0,OPTIMAL,0.1279,S{mhpSAGgDkAo@?L?C{?DCGM??[_?Wd?O
525,20,54,16,17,17,0,OPTIMAL,0.0293,S{mXpC@GX?c@G@?M?CG@B?WAO?E??Jf^[
526,20,54,16,16,16,0,OPTIMAL,0.1994,S~uWw]SCK@qBCKCGa_?H@CGCO?g?@w?@K
527,20,54,17,17,17,0,OPTIMAL,0.1487,S~\iW\EOiC_R?b?FGBE_?o?F??I??q??S
528,20,54,16,16,16,0,OPTIMAL,0.2717,S|kxZ``GGBcJ?RoOQGK?B_?IO?G_@W?@S
529,20,54,16,16,16,0,OPTIMAL,0.3202,S{l}KcV@gD_S?J?B??w?T?A[??wCY?CGC
530,20,54,17,17,17,0,OPTIMAL,0.0857,S|e[SSI?g?_U_c?coAS?Dw?B??LpoS?pC
531,20,54,16,16,16,0,OPTIMAL,0.1197,S|mhpSJGpC_R?F?DeOB_?s?E??K??K_?[
532,20,54,15,16,16,0,OPTIMAL,0.1359,S|CxXCFHWB`OG`G?_?{oHw?^??I??Y??S
533,20,54,16,16,16,0,OPTIMAL,0.3555,S~KGwuUcK@tcM?K?e???@C?KO@X?Bh?AC
534,20,54,16,17,17,0,OPTIMAL,0.0390,S~u]SUB?aCwBOB?Bg?s?G?DC?[CC_o?_S
535,20,54,14,16,16,0,OPTIMAL,0.1386,S~vI]IGBG@_b?F?E_BGGg@CC?OW??{HW?
536,20,54,16,16,16,0,OPTIMAL,0.1628,S|LmyKF@OB_L?E?E_DOHD@?cCQGI_?[??
537,20,54,15,16,16,0,OPTIMAL,0.2407,S}lxG[FIoQg_H@G@_?z?IW?D??Y??Yg??
538,20,54,15,16,16,0,OPTIMAL,0.4361,S}eKLCa?gE_R?d?DcN?AP^g?__H??]_??
539,20,54,16,16,16,0,OPTIMAL,0.1419,S~uKgcF?WA_J?F?M?s?HAFQOC@WG?gG?c
540,20,54,16,16,16,0,OPTIMAL,0.1321,S}ly_cP?G__B?LCJabAG@O?L@ogE?IC?K
541,20,54,15,16,16,0,OPTIMAL,0.1208,S~vMKDBOmBW@_Q_A_GOBO?Q_@Ag?DG?@K
542,20,54,16,17,17,0,OPTIMAL,0.0480,S|\WygOCGaaB?A?QgGY?DsGd??[_?O@sO
543,20,54,15,16,16,0,OPTIMAL,0.3690,S~SG}YPCwE_x?`?@_@gCR??[?@g?BGCE_
544,20,54,17,17,17,0,OPTIMAL,0.0299,S|m\SSoCK_?@w?_Ao?G?F_?k?N??EH`{G
545,20,54,17,17,17,0,OPTIMAL,0.0335,S}ejy`@SW?gBOBo?w?I?BO?UOZC?AG?EG
546,20,54,15,16,16,0,OPTIMAL,0.1225,S{EGW[YAklQ@j?]?q?G?BO?T??]??k?@c
547,20,54,16,16,16,0,OPTIMAL,0.1973,S{mhXKwsC_oBSC[Gk?H?B??S??w?@g?BW
548,20,54,16,16,16,0,OPTIMAL,0.1643,S~mW{YgsA_wAODcCQ?K_@CCO?PG?AW?AS
549,20,54,16,16,16,0,OPTIMAL,0.0711,S{ekXwdHGACHGBcQ_@[_Ac?CO?W_?n?E?
550,20,54,16,17,17,0,OPTIMAL,0.0533,S|[xhceHJOD@E?Q?w?W_DC?MO?k_?G_?K
551,20,54,16,16,16,0,OPTIMAL,0.4575,S{mXPSYCG__@CBs@a?W?F??k?Aj?A@DyC
552,20,54,16,16,16,0,OPTIMAL,0.2065,S|cGwm@_G@_B_K`W?w?W?B?CC@SOAnbw?
553,20,54,15,16,16,0,OPTIMAL,0.1334,S|LiYS@?W@_BEO?SaAw?F?DIOkeB?M??C
554,20,54,15,16,16,0,OPTIMAL,0.2319,S|C]cdQM@?k@OHOG_Co?x?GKO_Ww_g_?K
555,20,54,17,17,17,0,OPTIMAL,0.0439,S|MSgGD@GG_a?F?B_`g?R@DBC?By?GJoK
556,20,54,16,16,16,0,OPTIMAL,0.1914,S~DYYKM@gKr?a@_@w?U?@A?gG?iS@GO?K
557,20,54,16,16,16,0,OPTIMAL,0.0959,S|LiYCYsw`aDCH?M?BG?R?AK?Gg?p??oC
558,20,54,16,16,16,0,OPTIMAL,0.1461,S~mmceB_gC_F?F?L?Cg?J?GWAkCB?Ac??
559,20,54,15,16,16,0,OPTIMAL,0.2675,S{m[hP`sWq_B?B?A_HGA`??[?OW?mW?AS
560,20,54,15,16,16,0,OPTIMAL,0.2233,S|KGo[L@oE_X?cC__OWcAw?Ak?H??[geG
561,20,54,15,15,15,0,OPTIMAL,3.3094,S}l{CdPOGD_B?y?W_KGCS?_eAGE??I?wK
562,20,54,17,17,17,0,OPTIMAL,0.2673,S|eWwYHaGPpA`W`?o?[?D_?WDA?I?No??
563,20,54,15,16,16,0,OPTIMAL,0.4261,S{EW[M`?wBcUW`U__?WCB?_k?Ag?FE_A?
564,20,54,17,17,17,0,OPTIMAL,0.0398,S~TIWoXCWp@KAOA?_?W?D?O_P??A?MyF{
565,20,54,14,16,16,0,OPTIMAL,0.3595,S~^UKgTDKaOHcA?AA@G_BCOC@@G?AwAQG
566,20,54,15,15,15,0,OPTIMAL,0.3167,S|KGwcB?wB?D?Os?AGWAD??l?@bW?GN\K
567,20,54,16,17,17,0,OPTIMAL,0.0208,S}M\\E`_[Af?E@E?`?XOG[@?OCG_GG_?W
568,20,54,17,17,17,0,OPTIMAL,0.0205,S|mWw[YEGP`DAHA@f?B_?s?EO?K_?G_?W
569,20,54,16,16,16,0,OPTIMAL,0.0735,S|LiYNYcK@aACHC@_Eo@D?GK?_g_g??gC
570,20,54,17,17,17,0,OPTIMAL,0.0222,S|SXglaRgK`a?D@@__gGe@CC?QO?cMo??
571,20,54,16,16,16,0,OPTIMAL,0.0906,S|_K[cE?wEaICDC@a?WxC?Kc?AW??~o?_
572,20,54,16,16,16,0,OPTIMAL,0.0739,S~VK[MY_kCbCAH?H_CW@G?@S?`W?AWoG?
573,20,54,16,16,16,0,OPTIMAL,0.0879,S{mhW[eM@?cBWASEg?Y?BCCOO@G?A]_A?
574,20,54,15,15,15,0,OPTIMAL,0.2525,S~DWyOLP]A@H?R_B?@koA?@S?@WOGoo?_
575,20,54,15,16,16,0,OPTIMAL,0.0663,S{CWGmRcLLD`M@G@c?h?BA@_?EN_CE??C
576,20,54,17,17,17,0,OPTIMAL,0.0193,S~lPgKbGhB?LXQGA_@W?Rs?@O?K_?O_?S
577,20,54,17,17,17,0,OPTIMAL,0.0186,S~TWwoOCWa_I?L?GA?G`@C?K?`o@AMrN?
578,20,54,16,16,16,0,OPTIMAL,0.0976,S{mWwsJDbOI@OBEBQ?__@_?MO?[_?M?H?
579,20,54,14,17,17,0,OPTIMAL,0.0266,S|e[GEB_WB_W?_d??oK?B?_kA?kEkvo??
580,20,54,15,17,17,0,OPTIMAL,0.0216,S|CWGKFBOI_h@BBC@_GU_d?@w?E??K[?{
581,20,54,17,17,17,0,OPTIMAL,0.0136,S~m]cEPCWB_J?YCsAOGEA_oA??K??[A?W
582,20,54,16,16,16,0,OPTIMAL,0.0976,S|kk\KdMB_Y@CBC@q?c?@??MO?c_?K?@w
583,20,54,16,16,16,0,OPTIMAL,0.1104,S|SwwssDGHd_W@Q@h?Io?o?EO?W_?G_?k
584,20,54,17,17,17,0,OPTIMAL,0.0289,S~DYYSXAG@aDABC@b?W?sACcGAGO_Ub??
585,20,54,14,16,16,0,OPTIMAL,0.1061,S|^KWuRCG?_F_Hc?aBW?[?AkOO_?`G_@G
586,20,54,16,16,16,0,OPTIMAL,0.0792,S|ks_eA_m@M|OB?H??G?J?BK?hg@OG@I?
587,20,54,17,17,17,0,OPTIMAL,0.0257,S~SzJCK@gD?F?F?c_@WCR?AK?GWDOAT?C
588,20,54,15,16,16,0,OPTIMAL,4.0731,S~oWWUHd{@oD?[?G_GWB@?WC?`qw?EO??
589,20,54,16,17,17,0,OPTIMAL,0.0682,S~mWgKLEwBaQCDC`Y?E?@_?K??{?@S?@C
590,20,54,15,16,16,0,OPTIMAL,0.2467,S~^Sg_PCgDoP?b?B_Os_GCBCPGG@OGB?K
591,20,54,16,16,16,0,OPTIMAL,0.2826,S~vG[MHaGP`BAD?D`[?E@?_KA?mG?CG?C
592,20,54,15,16,16,0,OPTIMAL,0.1502,S~TIGDBOGB_J?P?D_IW}??oCA?Wo?ea`_
593,20,54,16,16,16,0,OPTIMAL,0.1949,S|aWwkYCG?aBCB_EP?GPb{Ar??I??[??W
594,20,54,16,16,16,0,OPTIMAL,0.1310,S}lzGgXEGX@D@YD??GG_BCOK@?gIBAg??
595,20,54,17,17,17,0,OPTIMAL,0.0310,S~uWwsXAWW?p@B@`@P_S@A?MC?CG?Kg?G
596,20,54,17,17,17,0,OPTIMAL,0.0270,S{cK\M`GPAcHFS?S_IG?eB?_GAK_?F_cC
597,20,54,16,16,16,0,OPTIMAL,0.1038,S{mkXWdA@Ok@W@sD?BgoaACC?OW?_W_A_
598,20,54,17,17,17,0,OPTIMAL,0.0236,S~vI[YWCGP`B?DE@AAW_B?@W?@g?@W?LO
599,20,54,15,16,16,0,OPTIMAL,0.0864,S|^Y[IPcK_oBCEDW?KGAB?OK?@sI?CA?C
600,20,54,15,16,16,0,OPTIMAL,0.1053,S}E[[E`Wx@hQA`Q@J?M_?S?DO?G_?Y_?G
601,20,54,16,16,16,0,OPTIMAL,0.0678,S|koGCFCWH_dDE@AbY@[@A?K@o?@_N_??
602,20,54,15,16,16,0,OPTIMAL,0.0954,S~k}aDBOQ?_@?F?E_Go?d?SL@KaA?ME_?
603,20,54,16,16,16,0,OPTIMAL,0.0864,S|^Kg[F?wE_J?T?eBW?_@E?CG?w?@g??k
604,20,54,15,16,16,0,OPTIMAL,0.0846,S{E\H\`sK_q@c@c?a?W?FC?gXo?B?GQ?G
605,20,54,16,16,16,0,OPTIMAL,0.0800,S~tIYVCPM@OD`G@Gp?OODB?CCAWG?W??[
606,20,54,15,16,16,0,OPTIMAL,0.0856,S~UI]F@_OBoD_F_SOw?K@f??W?Go?GO?W
607,20,54,18,18,18,0,OPTIMAL,0.0037,S~^SkMQCK@qBD_C_w_CG@`?E??]?@E??C
608,20,54,17,17,17,0,OPTIMAL,0.0349,S~KGw[L@WR@Dc_j?_oWK@B?OK?J_?A_?C
609,20,54,17,17,17,0,OPTIMAL,0.0243,S|\[INBoM?oB__@__?[gF@?S?@W??w?Ag
610,20,54,15,16,16,0,OPTIMAL,0.0822,S|mOkMB_WB_L?R?B_?wAKc_AA_Ng?B??C
611,20,54,16,16,16,0,OPTIMAL,0.1099,S{M\XOhEO_q?c@kVC?H?BG?T_?e?BG?@K
612,20,54,15,16,16,0,OPTIMAL,0.0649,S{mXpSaCg`q@_@_@_?w?L??yOCF@[B??C
613,20,54,16,16,16,0,OPTIMAL,0.1262,S}lxW[H@WB`aALA@y?E?@O?L??W??y??g
614,20,54,15,16,16,0,OPTIMAL,0.0845,S~\hW[D?W?_J?R?o_PWLp?Ag?Go?OjG??
615,20,54,16,16,16,0,OPTIMAL,0.1276,S|\iHKF?wDkWW@G@k?Oo?Q?D??Y_?m_?C
616,20,54,15,17,17,0,OPTIMAL,0.0332,S~S[gKRDG`_F?F?JAD?J_r_?E?GG?WG?K
617,20,54,15,16,16,0,OPTIMAL,0.0919,S~kxj_`?WAaHKFGCcAG?b?CK??w?a`@`?
618,20,54,14,15,15,0,OPTIMAL,0.5919,S~[ww[FJ@GdAGDI@C?h?H?@C??w?H]_??
619,20,54,15,16,16,0,OPTIMAL,0.0775,S}mjpTQCgc_R?b?d?Ai`?CGDO?U_?E??C
620,20,54,17,17,17,0,OPTIMAL,0.0407,S|Kx[_PCWa_JCQCOa?W_ocOAO?Nr?B??C
621,20,54,17,17,17,0,OPTIMAL,0.0261,S}e[[KF?{EOP_B_`PODO?a?E_?T??Jo?_
622,20,54,15,16,16,0,OPTIMAL,0.1048,S~[gxkpHPG?`@@@?_aG?b??[_^O?_g?KG
623,20,54,16,16,16,0,OPTIMAL,0.3305,S~aYGlPO}C?o?b?Bo@KOJ?@SKC?GGGOGg
624,20,54,17,17,17,0,OPTIMAL,0.0537,S|lPjKF@iGG`DACA_?K_BC?S?@W??}?R_
625,20,54,17,17,17,0,OPTIMAL,0.0220,S|cWwgT@WIac@Oa?O?G?Be?A|Br??M??K
626,20,54,16,16,16,0,OPTIMAL,0.1123,S~t]CE@aIP_F?L?YG@I?POoW?@i?@QC?O
627,20,54,15,16,16,0,OPTIMAL,0.0839,S~dYYCF?yJG`Q_Q?`?G?B??KG@_OEEOBo
628,20,54,14,16,16,0,OPTIMAL,0.1042,S|\W}H@?GB_D?F?B_Eo?L@Q?CWIH_Ki??
629,20,54,17,17,17,0,OPTIMAL,0.0174,S|MSKID_OiAHcTw?W?M?@_?M}@@?AH??K
630,20,54,16,16,16,0,OPTIMAL,0.0801,S~uGGKB?wD_S?HBO?gGGB@OI]?C_?GVMG
631,20,54,16,16,16,0,OPTIMAL,0.0867,S~m[W[LIC?_@?FADp@g?X?@K?Cl?o@O_?
632,20,54,16,16,16,0,OPTIMAL,0.1030,S{M[\SJM?omAO@O?a?W_@C?C??o_L}_B?
633,20,54,16,16,16,0,OPTIMAL,0.0884,S~[{CcR?wD?TCISAwOGCQ??[A?{C@?C@C
634,20,54,17,17,17,0,OPTIMAL,0.0307,S}mWzpOCG_a@CPC@gGOADONg?WI@?O@?S
635,20,54,15,16,16,0,OPTIMAL,0.1427,S~^SGkF@gE?P?P?R_?w?J?@K?B_AECeK?
636,20,54,15,16,16,0,OPTIMAL,0.0955,S{kkgMBB_W`B?F?B`A_K_@_CYOFJ?B??C
637,20,54,15,17,17,0,OPTIMAL,0.0217,S|[ww[WQM?gBOB_EO@K`ac?EO?K_?K??K
638,20,54,15,16,16,0,OPTIMAL,0.3089,S~uYODBOWE_M?Uq?@OGS@?_WAHI?qG?AK
639,20,54,17,17,17,0,OPTIMAL,0.0180,S~mWwsH?wE_RAkAW@CGP@EO?R??E?M_??
640,20,54,16,17,17,0,OPTIMAL,0.0165,S|MCgkR@OA_B?B@C?aGGB@CGDOEGiBq[C
641,20,54,16,16,16,0,OPTIMAL,0.0800,S~]CikR?wBaKpOOO_GWGC_?e??[??kG?c
642,20,54,16,16,16,0,OPTIMAL,0.1304,S~TGoSPCGfAP?`?a_@W?D??k?Ag?\ez_?
643,20,54,16,17,17,0,OPTIMAL,0.0313,S|\WWkZEGTH_P?o?q?W_@C?KSA?_CG_Dc
644,20,54,16,16,16,0,OPTIMAL,0.0854,S|mXpSbcC_aB?F?CAAG_`C?ZoPJ??M??G
645,20,54,16,16,16,0,OPTIMAL,0.0970,S~nOGKTSyKg`@a@___WCE?_cAA??CWC?[
646,20,54,16,16,16,0,OPTIMAL,0.1949,S|KWgsNBGW_ew?d?a?K?B??]?@S_@`WE?
647,20,54,16,16,16,0,OPTIMAL,0.0841,S|kok_vWH@wA?L_H_?{?A?@S?C[?GkBA?
648,20,54,14,16,16,0,OPTIMAL,0.1137,S{lgoSLAWB_J?TPWG_IAAOoCQ?I??]_?K
649,20,54,16,16,16,0,OPTIMAL,0.0921,S|K[kN@oK@kCW@OH?K_B@?WC?_WIH@WGC
650,20,54,17,17,17,0,OPTIMAL,0.0332,S|CGWKF@gKb?C@?@y?C_@VPp??g_@Zu?O
651,20,54,17,17,17,0,OPTIMAL,0.1809,S}eLLD}GgC_F?F?L?EG@B?GK?`ODWE_??
652,20,54,17,17,17,0,OPTIMAL,0.0622,S|CWOsJE?Q`BADCUAAG_Bw?B??Ke?P{?S
653,20,54,16,16,16,0,OPTIMAL,0.0957,S|[wwnGQK@ODEG?I_@W?D??c??[_Tw_CC
654,20,54,16,17,17,0,OPTIMAL,0.0216,S|KhWoHAWPQK_@_@o?[_Gc?E??[??^X[?
655,20,54,14,16,16,0,OPTIMAL,0.1341,S~u[[E@?K@o`@`?B_@W?p?CkBqG?C[E??
656,20,54,16,16,16,0,OPTIMAL,0.1111,S~tYW[F?ySX?o@o?o?s?H?@K?C[?Gc??c
657,20,54,17,17,17,0,OPTIMAL,0.0358,S|eWocRA_Op@?B?@_?[?I_?E??[??nevo
658,20,54,17,17,17,0,OPTIMAL,0.0325,S|~KseB?wcB@E@A@_@_OH?@KG?o?@gSPG
659,20,54,17,17,17,0,OPTIMAL,0.0189,S|cWgW@?WA`G|}a?o?[?Da?Q?@K?AGRM?
660,20,54,16,17,17,0,OPTIMAL,0.0372,S|Sz]QGA[BpCa@_@p?S?Da?GG?ko?S_?C
661,20,54,16,17,17,0,OPTIMAL,0.0229,S~uWoSLDGf_X?bC_?PGCBCAG?@g_?W_AK
662,20,54,15,16,16,0,OPTIMAL,0.1257,S|\YYhDoSaq@c@_@q?O_C??c??W??W_K{
663,20,54,16,17,17,0,OPTIMAL,0.0193,S{kHXK`GH?c@@o`?O_K_@c?CS?ow?NJy?
664,20,54,16,16,16,0,OPTIMAL,0.1932,S{kWW[IIJ?y@?N?haog?B?_KA?gC?WCAo
665,20,54,15,16,16,0,OPTIMAL,0.1128,S~a[[MBTA_gBRCB?h?QO@??FG?[O?GO?w
666,20,54,15,15,15,0,OPTIMAL,0.4122,S~VIW[K`G@oBc@CG_Dw?FEG?O`G_?W??[
667,20,54,17,17,17,0,OPTIMAL,0.0237,S~tYiLB?wEgS?hO`X?CO@a?E??[?@c??c
668,20,54,15,16,16,0,OPTIMAL,0.1232,S{kgo[F_k_q@Ce?c_OW?sCA_OAGs?FH_?
669,20,54,16,16,16,0,OPTIMAL,0.1346,S~vIYLBOGDgR?b`?G_M?B`?OK?CG?KO?K
670,20,54,15,15,15,0,OPTIMAL,0.4118,S|\W_lDogC?X?Z?maQC_`_CC?O[??s_?_
671,20,54,15,16,16,0,OPTIMAL,0.1267,S|MWkMPCwEaoD@@`?oGCB??[AD?CANW??
672,20,54,17,17,17,0,OPTIMAL,0.0395,S~q[YhPOYI@`QBq?W?I?Ba?QG?K??[O?G
673,20,54,17,17,17,0,OPTIMAL,0.0275,S{e\Rsb?}ABGCQ_Ao@K?B_?MOBC??K_?K
674,20,54,16,16,16,0,OPTIMAL,0.1257,S|KhHC]?gD_R?GCG{?C`DC?sboo?@g??k
675,20,54,17,17,17,0,OPTIMAL,0.0244,S|KxgkRA@OcBG@_CQ?Gob??[O?o_?n?m?
676,20,54,16,16,16,0,OPTIMAL,0.0932,S~M\LCeGgX?d?JAA@@G@QIGS?@W??w??k
677,20,54,15,16,16,0,OPTIMAL,0.1681,S|K^[cFCW`?F?FCE_AWhOCACC_OG?gH?G
678,20,54,15,16,16,0,OPTIMAL,0.0868,S|kphC@GZ@w\c@C_aOG_BC_GO?g_@GCM?
679,20,54,17,17,17,0,OPTIMAL,0.0353,S|MWW[[_C?q@_BD@OaK?`?FW?WG?O^[??
680,20,54,17,17,17,0,OPTIMAL,0.0164,S|CzZD`uaCgP?b?agOc__c?CM??S_?C_C
681,20,54,16,16,16,0,OPTIMAL,0.0764,S{CG{m`MJ?cBsE?E`m?B@?OK?_oO`?O_C
682,20,54,15,16,16,0,OPTIMAL,0.0811,S~tMKKF@WL?T?J?H_?w?F??mL?CA?GA?K
683,20,54,16,17,17,0,OPTIMAL,0.0696,S|cWge@?wD_T`h?`_Og?Mb?aW?C_?Nb??
684,20,54,16,16,16,0,OPTIMAL,0.0961,S|[xXVWcG__A?F?A_?w?g?CC?OW?_g`zo
685,20,54,16,16,16,0,OPTIMAL,0.0859,S|K[GmR?wB_L?sw?W?I?Bj_O_@K?AO?AS
686,20,54,15,16,16,0,OPTIMAL,0.1031,S}ejXKdHH@_FQ_U?`?WoAs?AO?K??[_?G
687,20,54,17,17,17,0,OPTIMAL,0.0313,S~]QiLBOY@_g@P@@_gOI@OP@?CMGGI??K
688,20,54,16,16,16,0,OPTIMAL,0.1732,S~U[kMDB?OxB`@@C_aGG`?DO?DG?EG?KK
